user_id,item_id,timestamp,is_click,is_purchase,gender,age,city,device_type,user_level,item_cate,price,brand,dayofweek,hour,holiday,weather,temp_c,trending_kw,prev_clicks,shop_id
100258,902797,2024-06-19 10:14:00,0,0,U,28,西安,pad,3,运动,189.59,海尔,2,10,0,雨,32.5,,4,10337
100621,904906,2024-06-02 03:48:00,0,0,U,41,苏州,mobile,3,数码配件,524.85,华为,6,3,0,雨,22.8,,1,10877
100120,900943,2024-06-14 14:05:00,0,0,M,22,北京,pad,1,服饰鞋包,471.83,华为,4,14,1,雨,27.2,黑五,1,10571
100318,901016,2024-06-06 20:17:00,1,0,M,19,上海,mobile,2,母婴,238.49,优衣库,3,20,1,雨,26.1,618大促,1,10323
100076,908379,2024-06-30 13:50:00,0,0,U,38,杭州,pad,2,母婴,541.68,苹果,6,13,0,多云,21.1,,4,10867
100167,904607,2024-06-18 21:31:00,0,0,M,27,苏州,pc,2,食品饮料,363.32,李宁,1,21,0,阴,23.6,,1,10452
100273,905561,2024-06-27 16:49:00,0,0,U,44,杭州,mobile,0,数码配件,370.81,格力,3,16,0,阴,21.7,,4,10170
100717,907052,2024-06-19 16:25:00,0,1,M,20,深圳,pad,2,书籍,417.54,安踏,2,16,0,阴,34.2,限时折扣,5,10892
100113,903205,2024-06-12 23:06:00,0,0,U,18,成都,mobile,4,汽车用品,194.12,格力,2,23,0,阴,22.0,618大促,0,10144
100479,903869,2024-06-05 05:05:00,0,0,U,28,上海,pad,5,服饰鞋包,522.71,苹果,2,5,0,阴,23.8,,1,10806
100146,901267,2024-06-08 18:42:00,0,0,F,37,西安,mobile,2,母婴,253.35,小米,5,18,0,多云,20.6,新品热卖,3,10166
100283,905492,2024-06-20 09:33:00,0,0,M,33,广州,pc,1,家用电器,377.71,联想,3,9,0,阴,26.0,黑五,3,10210
100565,909519,2024-06-07 22:05:00,0,0,U,18,广州,pad,4,家居,297.54,苹果,4,22,0,多云,27.5,限时折扣,4,10095
100045,903774,2024-06-07 09:44:00,0,0,F,30,杭州,pad,5,美妆个护,191.1,海尔,4,9,1,雨,25.5,,4,10047
100542,904190,2024-06-26 09:35:00,0,0,F,36,南京,pc,1,食品饮料,198.9,李宁,2,9,0,多云,24.9,春节特卖,4,10691
100068,900420,2024-06-06 05:45:00,0,0,M,44,北京,pc,5,母婴,375.12,海尔,3,5,0,雨,23.9,返校季,0,10073
100518,905576,2024-06-28 16:44:00,0,0,U,47,西安,mobile,4,数码配件,90.38,安踏,4,16,0,雨,29.2,,3,10639
100162,908866,2024-06-23 03:31:00,1,0,U,39,广州,pad,2,食品饮料,440.4,苹果,6,3,0,雨,20.6,,3,10371
100326,906320,2024-06-03 00:53:00,0,0,U,32,重庆,pc,4,美妆个护,514.77,小米,0,0,0,晴,23.1,,1,10747
100283,902215,2024-06-19 14:49:00,0,0,U,46,深圳,mobile,3,母婴,257.23,海尔,2,14,0,多云,26.7,618大促,0,10266
100770,902322,2024-06-29 07:49:00,0,0,M,38,重庆,pc,0,家居,240.02,小米,5,7,0,阴,32.1,限时折扣,2,10693
100695,909742,2024-06-02 09:58:00,0,0,F,34,北京,pc,4,家居,595.18,华为,6,9,0,多云,22.3,,1,10917
100248,901234,2024-06-20 07:21:00,0,0,U,22,广州,mobile,4,母婴,451.31,华为,3,7,0,雨,24.3,新品热卖,3,10639
100821,906699,2024-06-11 23:27:00,0,0,M,32,西安,mobile,0,家用电器,515.19,苹果,1,23,0,阴,22.9,黑五,2,10890
100520,905937,2024-06-25 08:35:00,0,0,U,23,重庆,pc,0,书籍,280.61,小米,1,8,0,晴,24.6,,2,10424
100598,900573,2024-06-10 08:09:00,0,0,F,20,上海,pc,3,食品饮料,773.25,苹果,0,8,0,雨,27.8,春节特卖,2,10890
100359,900748,2024-06-08 06:15:00,0,0,M,26,苏州,mobile,3,食品饮料,109.22,华为,5,6,0,晴,23.1,,3,10471
100577,904947,2024-06-27 23:08:00,1,0,F,29,北京,mobile,0,汽车用品,473.41,小米,3,23,0,晴,24.4,,1,10095
100373,904708,2024-06-11 01:16:00,0,0,M,32,上海,pc,0,家居,510.32,李宁,1,1,0,阴,23.3,新品热卖,5,10400
100365,908806,2024-06-12 12:03:00,0,0,M,24,杭州,pc,0,运动,563.81,安踏,2,12,0,雨,32.2,黑五,4,10620
100360,903673,2024-06-05 19:28:00,0,0,F,31,成都,mobile,0,母婴,436.55,格力,2,19,0,阴,29.3,限时折扣,0,10487
100500,901932,2024-06-24 16:26:00,0,0,U,28,成都,pad,3,数码配件,449.73,华为,0,16,0,阴,19.8,返校季,5,10760
100568,901812,2024-06-18 23:33:00,0,0,M,27,北京,pc,1,食品饮料,627.6,格力,1,23,0,阴,26.2,返校季,3,10427
100099,900520,2024-06-16 19:21:00,1,0,M,46,苏州,pc,3,家用电器,387.93,李宁,6,19,0,晴,21.6,,1,10594
100770,905362,2024-06-15 16:11:00,0,0,U,38,成都,pc,4,家用电器,46.78,格力,5,16,0,多云,22.8,,1,10820
100686,909778,2024-06-07 00:25:00,0,0,F,31,杭州,pad,1,家居,91.88,安踏,4,0,0,雨,25.6,,3,10660
100058,908213,2024-06-04 23:33:00,0,0,M,41,杭州,mobile,4,家居,344.5,美的,1,23,0,多云,27.0,,3,10914
100926,901811,2024-06-21 00:02:00,1,0,F,37,广州,pc,2,服饰鞋包,326.07,华为,4,0,0,阴,28.3,,1,10240
100007,907681,2024-06-14 03:39:00,0,0,F,27,苏州,pad,0,数码配件,234.41,安踏,4,3,0,晴,15.7,新品热卖,3,10768
100738,905306,2024-06-21 22:54:00,0,0,F,22,重庆,pc,4,运动,136.27,格力,4,22,0,多云,16.7,返校季,2,10817
100695,905592,2024-06-06 16:58:00,0,0,U,42,深圳,pad,4,家居,121.42,格力,3,16,0,多云,28.7,黑五,1,10298
100365,903193,2024-06-02 15:44:00,0,0,F,36,北京,pad,5,汽车用品,502.04,安踏,6,15,0,阴,30.1,限时折扣,0,10245
100854,903521,2024-06-30 11:06:00,0,0,M,29,广州,pad,0,家居,440.34,安踏,6,11,0,阴,37.4,春节特卖,1,10269
100148,908230,2024-06-25 09:35:00,1,0,U,41,上海,pc,2,美妆个护,490.18,优衣库,1,9,0,晴,21.0,限时折扣,0,10254
100251,901071,2024-06-13 15:33:00,0,0,F,25,上海,pad,0,汽车用品,281.6,苹果,3,15,0,阴,24.8,,1,10816
100293,906542,2024-06-27 20:01:00,0,0,U,35,杭州,pc,4,家用电器,392.41,格力,3,20,0,多云,26.3,,1,10344
100241,907923,2024-06-22 03:42:00,0,0,U,34,南京,pc,4,书籍,225.56,美的,5,3,0,雨,21.7,春节特卖,3,10755
100954,900398,2024-06-09 18:31:00,0,0,U,19,广州,pc,5,美妆个护,252.07,华为,6,18,0,雨,19.0,春节特卖,4,10238
100830,906749,2024-06-20 08:44:00,0,0,U,22,西安,mobile,5,汽车用品,500.84,联想,3,8,0,雨,23.2,返校季,2,10239
100025,906623,2024-06-30 16:41:00,0,0,U,41,南京,mobile,5,家居,168.98,美的,6,16,0,多云,24.8,春节特卖,0,10908
100441,907433,2024-06-30 23:44:00,0,0,M,24,杭州,pad,0,母婴,65.37,美的,6,23,0,雨,21.0,黑五,4,10840
100708,907167,2024-06-02 17:07:00,1,0,F,28,重庆,mobile,3,家居,350.28,苹果,6,17,0,晴,24.1,,2,10636
100020,903436,2024-06-09 02:30:00,0,0,U,31,杭州,pc,2,家居,417.3,李宁,6,2,0,雨,31.9,春节特卖,4,10180
100556,900177,2024-06-26 22:27:00,0,0,U,39,深圳,pc,4,服饰鞋包,420.08,海尔,2,22,0,多云,31.4,黑五,4,10637
100307,908597,2024-06-23 13:44:00,1,0,U,24,杭州,pad,4,食品饮料,389.58,苹果,6,13,0,多云,16.0,,2,10068
100844,902829,2024-06-11 02:12:00,0,0,F,43,成都,pc,4,家用电器,174.41,海尔,1,2,0,阴,22.9,,2,10355
100117,906596,2024-06-22 14:57:00,0,0,F,25,北京,pc,3,书籍,361.37,小米,5,14,0,雨,29.1,,0,10114
100104,902355,2024-06-09 02:15:00,1,0,M,34,西安,pc,3,母婴,223.47,海尔,6,2,0,阴,21.8,,1,10320
100923,908597,2024-06-08 14:34:00,1,0,F,27,西安,mobile,4,家用电器,400.18,华为,5,14,0,阴,36.9,黑五,2,10248
100615,908905,2024-06-30 07:44:00,1,0,M,22,南京,pc,2,汽车用品,376.67,安踏,6,7,0,阴,25.4,返校季,3,10388
100869,907955,2024-06-19 02:13:00,1,0,F,19,杭州,pad,3,食品饮料,211.49,小米,2,2,0,多云,27.4,新品热卖,0,10764
100230,906156,2024-06-17 14:18:00,0,0,F,21,深圳,mobile,5,数码配件,362.83,海尔,0,14,0,多云,30.0,,1,10072
100176,906480,2024-07-01 06:35:00,0,0,U,35,上海,pad,5,美妆个护,412.43,格力,0,6,0,阴,15.4,新品热卖,2,10341
100203,908670,2024-06-10 06:03:00,1,0,M,40,上海,pad,0,书籍,227.83,李宁,0,6,0,雨,26.1,618大促,0,10920
100501,906419,2024-06-09 04:23:00,0,0,U,47,广州,mobile,3,数码配件,138.34,格力,6,4,0,阴,31.3,618大促,3,10243
100785,905700,2024-06-09 06:25:00,0,0,F,41,北京,pad,2,美妆个护,454.7,优衣库,6,6,0,晴,25.7,新品热卖,5,10095
100269,903979,2024-06-24 22:45:00,0,0,F,42,广州,pad,0,书籍,541.6,华为,0,22,1,晴,24.5,618大促,0,10290
100864,904736,2024-06-20 13:16:00,1,0,M,20,上海,pc,4,美妆个护,20.0,华为,3,13,0,多云,23.8,,3,10096
100466,909628,2024-06-08 13:44:00,0,0,M,30,成都,pad,5,家居,191.26,联想,5,13,0,阴,27.1,春节特卖,4,10273
100953,904467,2024-06-02 14:13:00,0,0,F,41,杭州,pad,1,汽车用品,164.08,安踏,6,14,0,雨,24.1,春节特卖,4,10130
100444,903602,2024-06-30 01:43:00,0,0,M,21,重庆,pc,2,运动,351.82,李宁,6,1,0,晴,22.5,黑五,2,10153
100480,903083,2024-06-24 07:00:00,0,1,U,38,南京,pc,4,家居,406.34,苹果,0,7,1,多云,38.0,,1,10552
100713,906973,2024-06-03 15:21:00,0,0,F,24,杭州,mobile,5,数码配件,320.02,华为,0,15,0,晴,36.5,,0,10992
100746,908158,2024-06-29 15:06:00,0,0,F,47,苏州,pad,2,运动,316.34,联想,5,15,0,晴,24.1,限时折扣,2,10272
100481,903410,2024-06-02 09:40:00,0,0,U,32,北京,mobile,2,服饰鞋包,419.25,美的,6,9,0,雨,24.9,新品热卖,3,10901
100004,900272,2024-06-29 13:51:00,0,1,F,36,北京,pad,5,书籍,357.07,海尔,5,13,0,阴,26.6,618大促,2,10656
100701,906508,2024-06-25 21:35:00,1,0,F,20,北京,mobile,2,美妆个护,312.72,联想,1,21,0,雨,29.7,限时折扣,2,10527
100608,907339,2024-06-15 01:18:00,1,0,M,46,西安,mobile,5,汽车用品,642.31,安踏,5,1,0,多云,26.6,春节特卖,0,10250
100443,900853,2024-06-23 09:08:00,1,0,F,42,北京,mobile,4,服饰鞋包,141.4,小米,6,9,0,阴,37.8,返校季,1,10255
100553,908893,2024-06-18 00:57:00,1,0,F,31,重庆,pc,1,家居,526.51,海尔,1,0,0,多云,30.3,限时折扣,1,10607
100133,901371,2024-06-23 18:38:00,1,0,U,31,深圳,pad,1,母婴,188.01,安踏,6,18,0,阴,24.5,,3,10768
100735,902970,2024-06-06 15:28:00,0,0,U,29,西安,mobile,5,汽车用品,342.6,优衣库,3,15,0,多云,21.1,,4,10938
100488,909848,2024-06-25 08:10:00,0,0,U,25,上海,pad,0,美妆个护,527.17,小米,1,8,0,雨,23.3,春节特卖,2,10281
100253,906002,2024-06-05 07:38:00,0,0,U,29,南京,mobile,0,运动,369.64,小米,2,7,0,晴,23.0,618大促,1,10577
100178,904623,2024-06-04 18:51:00,1,0,F,33,上海,mobile,2,数码配件,373.48,优衣库,1,18,0,晴,32.7,返校季,4,10531
100805,908124,2024-06-23 09:32:00,1,0,U,32,重庆,mobile,3,数码配件,422.73,李宁,6,9,0,多云,34.8,春节特卖,2,10254
100487,900708,2024-06-05 20:16:00,0,0,M,44,广州,pad,5,书籍,226.68,华为,2,20,0,多云,18.9,,4,10862
100708,908942,2024-06-09 06:23:00,1,0,M,24,南京,pad,5,数码配件,344.7,李宁,6,6,0,雨,29.1,,2,10597
100027,904704,2024-06-10 08:56:00,0,0,U,23,北京,mobile,2,家居,68.49,美的,0,8,0,多云,21.1,,2,10529
100144,906761,2024-06-16 08:41:00,0,0,U,35,苏州,pad,5,美妆个护,231.98,华为,6,8,0,多云,20.3,限时折扣,1,10362
100887,909704,2024-07-01 07:01:00,1,0,F,23,南京,pad,5,母婴,258.1,海尔,0,7,0,多云,28.6,,2,10809
100295,909725,2024-06-30 00:20:00,1,0,U,35,杭州,mobile,3,家居,424.46,优衣库,6,0,0,多云,34.6,限时折扣,4,10939
100123,908854,2024-06-05 18:28:00,0,1,F,30,重庆,pc,4,母婴,320.57,优衣库,2,18,0,多云,29.2,限时折扣,2,10234
100364,905268,2024-06-26 21:19:00,0,0,M,34,广州,pad,2,服饰鞋包,688.6,优衣库,2,21,0,阴,23.3,春节特卖,1,10394
100213,907381,2024-06-18 15:03:00,0,0,U,36,杭州,mobile,4,家居,165.46,苹果,1,15,0,阴,28.8,新品热卖,0,10440
100896,909930,2024-06-29 23:07:00,1,0,U,21,西安,pc,0,母婴,464.86,美的,5,23,0,多云,31.2,,1,10657
100539,909287,2024-06-17 20:21:00,0,0,M,26,重庆,pad,3,家居,338.88,美的,0,20,0,晴,34.9,新品热卖,1,10299
100464,906270,2024-06-04 13:30:00,0,0,F,38,西安,pc,4,汽车用品,460.94,小米,1,13,0,雨,24.2,限时折扣,3,10806
100788,903309,2024-06-24 09:44:00,1,0,U,47,广州,pc,1,服饰鞋包,113.29,格力,0,9,0,雨,40.0,返校季,1,10944
100350,901359,2024-06-30 05:42:00,0,0,F,46,成都,pad,4,食品饮料,519.05,美的,6,5,0,雨,20.1,618大促,2,10200
100631,903524,2024-06-17 00:41:00,0,0,M,22,北京,pad,0,母婴,444.13,海尔,0,0,0,雨,31.5,返校季,4,10532
100343,900046,2024-06-10 09:10:00,1,0,U,45,成都,pad,0,美妆个护,221.28,美的,0,9,0,多云,30.5,,3,10643
100493,907222,2024-06-20 20:38:00,0,1,M,32,成都,mobile,4,食品饮料,352.86,小米,3,20,1,阴,31.2,,1,10754
100165,901594,2024-06-25 10:10:00,1,0,F,36,杭州,mobile,5,汽车用品,537.37,李宁,1,10,0,阴,27.4,春节特卖,2,10511
100857,907754,2024-06-21 03:42:00,0,0,M,22,上海,pad,0,母婴,20.0,华为,4,3,0,多云,29.3,返校季,1,10976
100978,909977,2024-06-22 19:27:00,0,0,M,30,成都,pad,3,食品饮料,203.72,优衣库,5,19,0,多云,40.0,,3,10169
100496,904256,2024-06-14 12:40:00,0,0,M,47,北京,pc,1,运动,355.6,李宁,4,12,0,雨,30.6,,1,10896
100189,905308,2024-06-07 15:09:00,0,0,F,29,重庆,mobile,0,家用电器,334.84,联想,4,15,0,晴,27.4,618大促,1,10658
100553,902450,2024-06-27 21:08:00,0,0,F,40,广州,pc,2,汽车用品,346.43,小米,3,21,0,多云,30.6,新品热卖,1,10799
100496,904292,2024-06-29 02:41:00,1,0,U,33,上海,pad,2,数码配件,365.25,联想,5,2,0,多云,35.4,限时折扣,0,10827
100184,903585,2024-06-18 09:28:00,0,0,U,40,南京,pc,1,运动,214.67,华为,1,9,0,晴,25.7,618大促,4,10691
100111,905341,2024-06-11 12:49:00,0,0,F,44,上海,pc,3,数码配件,363.56,美的,1,12,0,雨,24.8,618大促,1,10642
100112,901235,2024-06-03 11:21:00,0,0,F,46,南京,pad,2,汽车用品,316.42,联想,0,11,0,阴,27.5,,4,10271
100526,903237,2024-06-12 19:11:00,0,0,F,42,南京,pc,2,美妆个护,298.0,安踏,2,19,0,多云,27.6,限时折扣,1,10566
100576,908112,2024-06-26 11:37:00,0,0,U,22,杭州,mobile,1,美妆个护,535.46,海尔,2,11,0,晴,32.1,618大促,2,10175
100347,908583,2024-06-07 12:58:00,0,0,M,40,杭州,mobile,1,汽车用品,497.92,华为,4,12,0,雨,21.6,黑五,3,10908
100346,900274,2024-06-05 04:49:00,0,0,M,26,苏州,mobile,5,书籍,102.53,格力,2,4,0,阴,21.9,,2,10593
100552,901202,2024-06-04 00:21:00,0,0,M,40,广州,pad,5,运动,289.77,小米,1,0,0,多云,25.8,618大促,1,10524
100986,903849,2024-06-26 05:35:00,0,0,M,28,深圳,pad,5,数码配件,255.14,华为,2,5,0,阴,30.7,,1,10383
100558,905782,2024-06-26 04:17:00,0,0,M,41,上海,pad,3,家用电器,331.75,联想,2,4,0,多云,23.3,黑五,2,10512
100609,903738,2024-06-09 20:23:00,1,0,F,31,杭州,pad,3,家用电器,598.75,联想,6,20,0,阴,28.7,新品热卖,2,10885
100207,908406,2024-06-04 22:22:00,0,0,M,21,重庆,pad,0,数码配件,63.48,华为,1,22,0,雨,23.9,黑五,3,10640
100813,905610,2024-06-10 09:11:00,1,0,U,35,上海,pad,2,书籍,389.32,格力,0,9,0,阴,27.9,返校季,3,10319
100237,903550,2024-06-24 02:01:00,0,0,F,21,重庆,pad,2,书籍,224.46,美的,0,2,0,晴,25.3,黑五,2,10781
100392,900085,2024-06-19 23:41:00,0,0,F,18,苏州,pc,0,美妆个护,237.67,华为,2,23,0,阴,24.4,春节特卖,1,10029
100674,908604,2024-06-25 08:18:00,0,0,U,30,深圳,pc,5,数码配件,220.81,优衣库,1,8,0,晴,31.2,,1,10649
100658,909522,2024-06-12 01:22:00,1,0,F,39,北京,mobile,4,运动,196.86,华为,2,1,0,多云,30.0,返校季,5,10590
100657,907903,2024-06-05 00:54:00,0,0,M,24,上海,pad,1,家居,686.35,华为,2,0,0,晴,18.2,,1,10905
100379,907705,2024-06-23 04:28:00,0,1,F,37,西安,pad,5,母婴,177.96,美的,6,4,0,多云,25.5,新品热卖,1,10835
100852,904604,2024-06-10 04:45:00,0,0,F,31,西安,pad,4,食品饮料,186.31,格力,0,4,0,雨,34.9,限时折扣,0,10802
100937,909197,2024-06-05 15:45:00,0,0,M,33,上海,mobile,1,美妆个护,87.41,优衣库,2,15,0,阴,22.9,新品热卖,3,10414
100236,909456,2024-06-25 04:15:00,0,0,U,26,深圳,mobile,0,母婴,292.53,格力,1,4,0,晴,23.9,返校季,0,10771
100460,905645,2024-06-26 07:34:00,0,0,U,32,杭州,pc,0,美妆个护,432.17,海尔,2,7,0,多云,23.5,,3,10165
100697,901612,2024-06-01 20:12:00,0,0,M,39,广州,mobile,2,书籍,219.84,联想,5,20,0,雨,16.4,,1,10368
100895,900506,2024-06-18 15:23:00,0,1,U,37,深圳,mobile,0,数码配件,522.64,华为,1,15,0,多云,32.9,,1,10674
100630,909114,2024-06-23 09:03:00,0,0,U,38,杭州,mobile,2,运动,507.25,小米,6,9,1,雨,25.9,返校季,3,10584
100844,909615,2024-06-23 17:33:00,0,0,U,41,杭州,mobile,1,美妆个护,226.83,优衣库,6,17,0,多云,18.1,限时折扣,2,10431
100129,903871,2024-06-03 01:09:00,0,0,F,47,深圳,mobile,3,食品饮料,498.59,海尔,0,1,0,雨,34.1,618大促,5,10695
100350,900736,2024-06-12 08:25:00,0,0,F,34,苏州,pc,0,母婴,343.53,苹果,2,8,0,雨,27.8,,1,10279
100217,900286,2024-06-14 14:28:00,1,0,F,43,苏州,mobile,4,美妆个护,137.09,苹果,4,14,0,晴,30.8,返校季,3,10656
100043,906089,2024-06-09 22:52:00,0,0,F,39,广州,mobile,0,数码配件,310.42,安踏,6,22,0,多云,24.6,黑五,2,10741
100426,902921,2024-06-09 06:05:00,0,0,U,23,上海,mobile,3,运动,300.71,李宁,6,6,0,多云,25.2,黑五,6,10064
100272,908481,2024-06-21 20:04:00,0,1,M,27,上海,pad,1,数码配件,237.64,安踏,4,20,0,阴,23.1,,3,10309
100269,901163,2024-06-10 12:03:00,0,0,U,36,上海,mobile,3,汽车用品,328.14,优衣库,0,12,0,多云,15.1,,1,10891
100847,905666,2024-06-05 08:05:00,1,0,U,25,北京,pc,4,服饰鞋包,249.02,李宁,2,8,0,多云,23.1,黑五,1,10809
100441,909732,2024-06-06 06:09:00,0,0,M,44,南京,mobile,0,汽车用品,301.1,华为,3,6,0,雨,23.0,限时折扣,1,10939
100558,908840,2024-06-19 08:35:00,0,0,U,35,杭州,pad,2,服饰鞋包,283.28,李宁,2,8,0,雨,27.8,返校季,1,10198
100295,901305,2024-06-17 19:23:00,1,0,U,25,重庆,pad,3,母婴,532.84,联想,0,19,0,晴,22.3,618大促,2,10061
100356,909293,2024-06-26 13:45:00,0,0,U,24,成都,pad,5,汽车用品,443.2,苹果,2,13,0,阴,19.3,新品热卖,3,10414
100932,908914,2024-06-27 03:16:00,0,0,U,41,杭州,mobile,2,数码配件,73.67,李宁,3,3,0,晴,32.1,618大促,1,10417
100362,902655,2024-06-01 11:35:00,1,0,M,47,深圳,mobile,1,汽车用品,326.23,华为,5,11,0,雨,22.6,,2,10028
100024,903728,2024-06-13 06:47:00,0,0,F,18,广州,pad,0,母婴,581.77,格力,3,6,1,阴,27.6,618大促,1,10126
100281,901883,2024-06-27 08:08:00,0,0,F,44,深圳,pad,2,数码配件,427.16,安踏,3,8,1,雨,29.3,返校季,1,10813
100417,908097,2024-06-12 01:23:00,0,0,M,44,苏州,pc,3,数码配件,322.58,李宁,2,1,0,雨,24.3,限时折扣,1,10061
100554,903975,2024-06-12 01:11:00,0,0,M,24,广州,pad,0,汽车用品,239.36,华为,2,1,0,阴,30.2,618大促,3,10894
100974,901505,2024-06-22 12:35:00,0,0,F,40,重庆,pc,0,书籍,289.91,海尔,5,12,0,多云,29.2,618大促,2,10766
100667,902026,2024-06-28 13:57:00,0,0,F,46,深圳,mobile,2,书籍,221.93,海尔,4,13,0,多云,15.2,618大促,3,10640
100756,908025,2024-06-12 09:53:00,0,0,U,26,上海,pad,2,运动,387.72,华为,2,9,0,多云,26.7,限时折扣,1,10385
100960,900195,2024-06-16 23:20:00,0,0,F,30,上海,pc,5,服饰鞋包,175.04,安踏,6,23,0,阴,31.5,黑五,3,10666
100340,909275,2024-06-03 15:39:00,0,0,U,35,杭州,mobile,4,家用电器,435.9,优衣库,0,15,0,雨,26.7,,1,10060
